,Data Cadastro,RA,Casos,Casos Acumulados
1691,2020-06-07,Paranoá,60,467
1697,2020-06-07,Riacho Fundo,16,262
1689,2020-06-07,Núcleo Bandeirante,3,128
1690,2020-06-07,Outros Estados,29,510
0,2020-06-07,Varjão,0,13
1675,2020-06-07,Arniqueira,1,44
1676,2020-06-07,Brazlândia,9,274
1677,2020-06-07,Candangolândia,3,55
1679,2020-06-07,Cruzeiro,7,128
1680,2020-06-07,Entorno DF,38,992
1681,2020-06-07,Fercal,2,16
1678,2020-06-07,Ceilândia,72,1976
1683,2020-06-07,Guará,22,633
1684,2020-06-07,Itapoã,50,171
1685,2020-06-07,Jardim Botânico,8,166
1686,2020-06-07,Lago Norte,1,166
1687,2020-06-07,Lago Sul,10,268
1688,2020-06-07,Não Informado,39,914
1682,2020-06-07,Gama,51,743
1735,2020-06-08,Santa Maria,21,565
1729,2020-06-08,Plano Piloto,11,1366
1730,2020-06-08,Pôr do Sol,1,92
1731,2020-06-08,Recanto das Emas,10,367
1732,2020-06-08,Riacho Fundo,10,272
1733,2020-06-08,SCIA,5,368
1734,2020-06-08,Samambaia,26,1018
1736,2020-06-08,Sistema Penitenciário,40,860
0,2020-06-08,SIA,0,17
1738,2020-06-08,Sobradinho II,1,67
1739,2020-06-08,Sudoeste/Octogonal,1,265
1740,2020-06-08,São Sebastião,20,479
1741,2020-06-08,Taguatinga,33,1184
1742,2020-06-08,Vicente Pires,3,215
1743,2020-06-08,Águas Claras,3,613
0,2020-06-08,Varjão,0,13
1737,2020-06-08,Sobradinho,21,546
1728,2020-06-08,Planaltina,14,592
1725,2020-06-08,Outros Estados,13,523
1726,2020-06-08,Paranoá,27,494
0,2020-06-08,Fercal,0,16
1727,2020-06-08,Park Way,3,89
1711,2020-06-08,Arniqueira,2,46
1712,2020-06-08,Brazlândia,8,282
1713,2020-06-08,Candangolândia,2,57
1714,2020-06-08,Ceilândia,48,2024
1715,2020-06-08,Cruzeiro,2,130
1716,2020-06-08,Entorno DF,29,1021
0,2020-06-08,Riacho Fundo II,0,96
1718,2020-06-08,Guará,11,644
1717,2020-06-08,Gama,30,773
1723,2020-06-08,Não Informado,2,916
1722,2020-06-08,Lago Sul,2,270
1724,2020-06-08,Núcleo Bandeirante,11,139
1720,2020-06-08,Jardim Botânico,2,168
1719,2020-06-08,Itapoã,5,176
1721,2020-06-08,Lago Norte,4,170
1744,2020-06-09,Arniqueira,1,47
1745,2020-06-09,Brazlândia,26,308
1746,2020-06-09,Candangolândia,9,66
1747,2020-06-09,Ceilândia,175,2199
1748,2020-06-09,Cruzeiro,12,142
1749,2020-06-09,Entorno DF,44,1065
1750,2020-06-09,Gama,106,879
1756,2020-06-09,Não Informado,67,983
1752,2020-06-09,Itapoã,24,200
1753,2020-06-09,Jardim Botânico,17,185
1754,2020-06-09,Lago Norte,16,186
1755,2020-06-09,Lago Sul,15,285
1757,2020-06-09,Núcleo Bandeirante,6,145
1751,2020-06-09,Guará,48,692
1759,2020-06-09,Paranoá,66,560
0,2020-06-09,SIA,0,17
0,2020-06-09,Fercal,0,16
1758,2020-06-09,Outros Estados,77,600
1778,2020-06-09,Águas Claras,53,666
1777,2020-06-09,Vicente Pires,27,242
1776,2020-06-09,Varjão,1,14
1775,2020-06-09,Taguatinga,89,1273
1774,2020-06-09,São Sebastião,50,529
1773,2020-06-09,Sudoeste/Octogonal,26,291
1772,2020-06-09,Sobradinho II,9,76
1768,2020-06-09,Samambaia,82,1100
1770,2020-06-09,Sistema Penitenciário,17,877
1769,2020-06-09,Santa Maria,67,632
1767,2020-06-09,SCIA,18,386
1766,2020-06-09,Riacho Fundo II,6,102
1765,2020-06-09,Riacho Fundo,36,308
1764,2020-06-09,Recanto das Emas,53,420
1763,2020-06-09,Pôr do Sol,10,102
1762,2020-06-09,Plano Piloto,113,1479
1760,2020-06-09,Park Way,10,99
1761,2020-06-09,Planaltina,50,642
1771,2020-06-09,Sobradinho,40,586
1806,2020-06-10,Sobradinho II,4,80
1805,2020-06-10,Sobradinho,37,623
1802,2020-06-10,SCIA,12,398
1803,2020-06-10,Samambaia,41,1141
1801,2020-06-10,Riacho Fundo II,7,109
1804,2020-06-10,Santa Maria,32,664
1807,2020-06-10,Sudoeste/Octogonal,13,304
1812,2020-06-10,Águas Claras,41,707
1810,2020-06-10,Varjão,2,16
1811,2020-06-10,Vicente Pires,24,266
1800,2020-06-10,Riacho Fundo,72,380
0,2020-06-10,Entorno DF,0,1065
0,2020-06-10,SIA,0,17
0,2020-06-10,Sistema Penitenciário,0,877
1808,2020-06-10,São Sebastião,35,564
1799,2020-06-10,Recanto das Emas,20,440
1809,2020-06-10,Taguatinga,71,1344
1797,2020-06-10,Plano Piloto,81,1560
1798,2020-06-10,Pôr do Sol,5,107
1783,2020-06-10,Cruzeiro,11,153
1782,2020-06-10,Ceilândia,159,2358
1780,2020-06-10,Brazlândia,15,323
1784,2020-06-10,Fercal,1,17
1779,2020-06-10,Arniqueira,2,49
1785,2020-06-10,Gama,59,938
1786,2020-06-10,Guará,34,726
1787,2020-06-10,Itapoã,15,215
1781,2020-06-10,Candangolândia,4,70
1789,2020-06-10,Lago Norte,4,190
1790,2020-06-10,Lago Sul,9,294
1791,2020-06-10,Não Informado,40,1023
1792,2020-06-10,Núcleo Bandeirante,9,154
1793,2020-06-10,Outros Estados,98,698
1794,2020-06-10,Paranoá,20,580
1795,2020-06-10,Park Way,6,105
1796,2020-06-10,Planaltina,53,695
1788,2020-06-10,Jardim Botânico,10,195
1837,2020-06-11,SIA,1,18
1838,2020-06-11,Samambaia,59,1200
1839,2020-06-11,Santa Maria,54,718
1840,2020-06-11,Sistema Penitenciário,5,882
1841,2020-06-11,Sobradinho,29,652
1842,2020-06-11,Sobradinho II,5,85
1846,2020-06-11,Varjão,2,18
1844,2020-06-11,São Sebastião,32,596
1845,2020-06-11,Taguatinga,66,1410
1847,2020-06-11,Vicente Pires,13,279
1848,2020-06-11,Águas Claras,36,743
1836,2020-06-11,SCIA,9,407
0,2020-06-11,Fercal,0,17
1843,2020-06-11,Sudoeste/Octogonal,19,323
1835,2020-06-11,Riacho Fundo II,6,115
1829,2020-06-11,Park Way,2,107
1833,2020-06-11,Recanto das Emas,33,473
1813,2020-06-11,Arniqueira,2,51
1814,2020-06-11,Brazlândia,24,347
1816,2020-06-11,Ceilândia,139,2497
1817,2020-06-11,Cruzeiro,11,164
1818,2020-06-11,Entorno DF,29,1094
1819,2020-06-11,Gama,70,1008
1820,2020-06-11,Guará,36,762
1834,2020-06-11,Riacho Fundo,25,405
1822,2020-06-11,Jardim Botânico,14,209
1821,2020-06-11,Itapoã,6,221
1824,2020-06-11,Lago Sul,20,314
1825,2020-06-11,Não Informado,59,1082
1826,2020-06-11,Núcleo Bandeirante,6,160
1827,2020-06-11,Outros Estados,110,808
1828,2020-06-11,Paranoá,39,619
1830,2020-06-11,Planaltina,25,720
1831,2020-06-11,Plano Piloto,55,1615
1832,2020-06-11,Pôr do Sol,3,110
1823,2020-06-11,Lago Norte,15,205
1815,2020-06-11,Candangolândia,1,71
0,2020-06-12,Arniqueira,0,51
0,2020-06-12,Entorno DF,0,1094
0,2020-06-12,Fercal,0,17
1879,2020-06-12,Vicente Pires,7,286
1880,2020-06-12,Águas Claras,34,777
1878,2020-06-12,Varjão,1,19
1877,2020-06-12,Taguatinga,45,1455
1876,2020-06-12,São Sebastião,19,615
1875,2020-06-12,Sudoeste/Octogonal,19,342
1874,2020-06-12,Sobradinho II,4,89
1873,2020-06-12,Sobradinho,21,673
1872,2020-06-12,Santa Maria,19,737
1871,2020-06-12,Samambaia,59,1259
1870,2020-06-12,SCIA,1,408
1869,2020-06-12,Riacho Fundo II,12,127
1868,2020-06-12,Riacho Fundo,15,420
1867,2020-06-12,Recanto das Emas,22,495
1866,2020-06-12,Pôr do Sol,1,111
1865,2020-06-12,Plano Piloto,69,1684
0,2020-06-12,SIA,0,18
1864,2020-06-12,Planaltina,19,739
1862,2020-06-12,Paranoá,20,639
1861,2020-06-12,Outros Estados,80,888
1860,2020-06-12,Núcleo Bandeirante,8,168
1859,2020-06-12,Não Informado,186,1268
1858,2020-06-12,Lago Sul,9,323
1857,2020-06-12,Lago Norte,10,215
1856,2020-06-12,Jardim Botânico,5,214
1855,2020-06-12,Itapoã,2,223
1854,2020-06-12,Guará,35,797
1853,2020-06-12,Gama,43,1051
1852,2020-06-12,Cruzeiro,8,172
1851,2020-06-12,Ceilândia,94,2591
1850,2020-06-12,Candangolândia,3,74
1849,2020-06-12,Brazlândia,10,357
1863,2020-06-12,Park Way,11,118
0,2020-06-12,Sistema Penitenciário,0,882
