,Data Cadastro,RA,Casos,Casos Acumulados
152,2020-04-02,Jardim Botânico,3,10
151,2020-04-02,Guará,6,23
159,2020-04-02,Águas Claras,3,50
149,2020-04-02,Ceilândia,1,4
150,2020-04-02,Entorno DF,2,8
0,2020-04-02,Planaltina,0,0
0,2020-04-02,Park Way,0,6
0,2020-04-02,Recanto das Emas,0,0
0,2020-04-02,Núcleo Bandeirante,0,3
0,2020-04-02,Não Informado,0,0
148,2020-04-02,Arniqueira,1,1
0,2020-04-02,Outros Estados,0,15
174,2020-04-03,Vicente Pires,2,16
173,2020-04-03,Taguatinga,1,11
172,2020-04-03,Sudoeste/Octogonal,3,33
171,2020-04-03,Sobradinho,2,8
170,2020-04-03,SIA,1,1
169,2020-04-03,Plano Piloto,12,130
168,2020-04-03,Outros Estados,2,17
166,2020-04-03,Lago Sul,1,58
165,2020-04-03,Lago Norte,2,15
163,2020-04-03,Guará,4,27
162,2020-04-03,Gama,1,7
161,2020-04-03,Entorno DF,3,11
160,2020-04-03,Ceilândia,1,5
175,2020-04-03,Águas Claras,4,54
167,2020-04-03,Núcleo Bandeirante,1,4
164,2020-04-03,Jardim Botânico,1,11
0,2020-04-03,Santa Maria,0,3
0,2020-04-03,Recanto das Emas,0,0
0,2020-04-03,Não Informado,0,0
0,2020-04-03,Paranoá,0,2
0,2020-04-03,Park Way,0,6
0,2020-04-03,Planaltina,0,0
0,2020-04-03,Pôr do Sol,0,0
0,2020-04-03,Cruzeiro,0,6
0,2020-04-03,Candangolândia,0,0
0,2020-04-03,Riacho Fundo,0,1
0,2020-04-03,Itapoã,0,0
0,2020-04-03,Riacho Fundo II,0,0
0,2020-04-03,Samambaia,0,7
0,2020-04-03,Sistema Penitenciário,0,0
0,2020-04-03,Sobradinho II,0,1
0,2020-04-03,São Sebastião,0,3
0,2020-04-03,Varjão,0,0
0,2020-04-03,Brazlândia,0,0
0,2020-04-03,Arniqueira,0,1
0,2020-04-03,SCIA,0,0
0,2020-04-03,Fercal,0,0
178,2020-04-04,Entorno DF,2,13
0,2020-04-04,Guará,0,27
0,2020-04-04,Fercal,0,0
179,2020-04-04,Gama,2,9
0,2020-04-04,Arniqueira,0,1
0,2020-04-04,Brazlândia,0,0
180,2020-04-04,Itapoã,1,1
177,2020-04-04,Cruzeiro,1,7
181,2020-04-04,Lago Norte,1,16
183,2020-04-04,Vicente Pires,1,17
0,2020-04-04,Jardim Botânico,0,11
0,2020-04-04,Lago Sul,0,58
0,2020-04-04,Não Informado,0,0
0,2020-04-04,Núcleo Bandeirante,0,4
0,2020-04-04,Outros Estados,0,17
0,2020-04-04,Paranoá,0,2
0,2020-04-04,Park Way,0,6
0,2020-04-04,Planaltina,0,0
0,2020-04-04,Pôr do Sol,0,0
0,2020-04-04,Recanto das Emas,0,0
0,2020-04-04,Riacho Fundo,0,1
0,2020-04-04,Riacho Fundo II,0,0
0,2020-04-04,SCIA,0,0
0,2020-04-04,SIA,0,1
0,2020-04-04,Samambaia,0,7
0,2020-04-04,Santa Maria,0,3
0,2020-04-04,Sistema Penitenciário,0,0
0,2020-04-04,Sobradinho,0,8
0,2020-04-04,Sobradinho II,0,1
0,2020-04-04,Sudoeste/Octogonal,0,33
0,2020-04-04,São Sebastião,0,3
0,2020-04-04,Taguatinga,0,11
0,2020-04-04,Varjão,0,0
184,2020-04-04,Águas Claras,1,55
0,2020-04-04,Candangolândia,0,0
182,2020-04-04,Plano Piloto,5,135
176,2020-04-04,Ceilândia,1,6
0,2020-04-05,Riacho Fundo,0,1
0,2020-04-05,Guará,0,27
0,2020-04-05,Arniqueira,0,1
0,2020-04-05,Candangolândia,0,0
0,2020-04-05,Ceilândia,0,6
0,2020-04-05,Cruzeiro,0,7
0,2020-04-05,Águas Claras,0,55
0,2020-04-05,Varjão,0,0
0,2020-04-05,Taguatinga,0,11
0,2020-04-05,São Sebastião,0,3
0,2020-04-05,Sudoeste/Octogonal,0,33
0,2020-04-05,Sobradinho II,0,1
0,2020-04-05,Sobradinho,0,8
0,2020-04-05,Sistema Penitenciário,0,0
0,2020-04-05,Gama,0,9
0,2020-04-05,Santa Maria,0,3
0,2020-04-05,SIA,0,1
0,2020-04-05,SCIA,0,0
0,2020-04-05,Riacho Fundo II,0,0
0,2020-04-05,Recanto das Emas,0,0
0,2020-04-05,Pôr do Sol,0,0
0,2020-04-05,Planaltina,0,0
0,2020-04-05,Park Way,0,6
0,2020-04-05,Paranoá,0,2
0,2020-04-05,Não Informado,0,0
0,2020-04-05,Lago Norte,0,16
0,2020-04-05,Jardim Botânico,0,11
0,2020-04-05,Itapoã,0,1
0,2020-04-05,Samambaia,0,7
0,2020-04-05,Brazlândia,0,0
0,2020-04-05,Entorno DF,0,13
0,2020-04-05,Fercal,0,0
185,2020-04-05,Lago Sul,2,60
186,2020-04-05,Núcleo Bandeirante,1,5
187,2020-04-05,Outros Estados,1,18
188,2020-04-05,Plano Piloto,3,138
189,2020-04-05,Vicente Pires,3,20
0,2020-04-06,Riacho Fundo,0,1
0,2020-04-06,Riacho Fundo II,0,0
0,2020-04-06,SCIA,0,0
0,2020-04-06,SIA,0,1
0,2020-04-06,Sistema Penitenciário,0,0
0,2020-04-06,São Sebastião,0,3
0,2020-04-06,Sobradinho II,0,1
0,2020-04-06,Recanto das Emas,0,0
0,2020-04-06,Varjão,0,0
0,2020-04-06,Vicente Pires,0,20
0,2020-04-06,Sobradinho,0,8
0,2020-04-06,Park Way,0,6
0,2020-04-06,Núcleo Bandeirante,0,5
0,2020-04-06,Outros Estados,0,18
0,2020-04-06,Águas Claras,0,55
0,2020-04-06,Arniqueira,0,1
0,2020-04-06,Brazlândia,0,0
0,2020-04-06,Candangolândia,0,0
0,2020-04-06,Ceilândia,0,6
0,2020-04-06,Cruzeiro,0,7
0,2020-04-06,Entorno DF,0,13
0,2020-04-06,Fercal,0,0
0,2020-04-06,Itapoã,0,1
0,2020-04-06,Jardim Botânico,0,11
0,2020-04-06,Paranoá,0,2
0,2020-04-06,Lago Norte,0,16
0,2020-04-06,Não Informado,0,0
197,2020-04-06,Santa Maria,3,6
190,2020-04-06,Gama,2,11
191,2020-04-06,Guará,2,29
192,2020-04-06,Lago Sul,2,62
193,2020-04-06,Planaltina,1,1
194,2020-04-06,Plano Piloto,4,142
195,2020-04-06,Pôr do Sol,1,1
196,2020-04-06,Samambaia,2,9
198,2020-04-06,Sudoeste/Octogonal,1,34
199,2020-04-06,Taguatinga,1,12
0,2020-04-07,Sobradinho II,0,1
0,2020-04-07,São Sebastião,0,3
0,2020-04-07,Não Informado,0,0
0,2020-04-07,Varjão,0,0
0,2020-04-07,Sistema Penitenciário,0,0
0,2020-04-07,Taguatinga,0,12
0,2020-04-07,Lago Norte,0,16
0,2020-04-07,Santa Maria,0,6
0,2020-04-07,SCIA,0,0
0,2020-04-07,Itapoã,0,1
0,2020-04-07,Fercal,0,0
0,2020-04-07,Entorno DF,0,13
0,2020-04-07,Cruzeiro,0,7
0,2020-04-07,Candangolândia,0,0
0,2020-04-07,Brazlândia,0,0
0,2020-04-07,SIA,0,1
0,2020-04-07,Arniqueira,0,1
0,2020-04-07,Paranoá,0,2
0,2020-04-07,Park Way,0,6
0,2020-04-07,Pôr do Sol,0,1
0,2020-04-07,Recanto das Emas,0,0
0,2020-04-07,Riacho Fundo,0,1
0,2020-04-07,Riacho Fundo II,0,0
0,2020-04-07,Núcleo Bandeirante,0,5
0,2020-04-07,Jardim Botânico,0,11
0,2020-04-07,Outros Estados,0,18
210,2020-04-07,Águas Claras,1,56
209,2020-04-07,Vicente Pires,1,21
208,2020-04-07,Sudoeste/Octogonal,1,35
207,2020-04-07,Sobradinho,1,9
206,2020-04-07,Samambaia,1,10
200,2020-04-07,Ceilândia,2,8
204,2020-04-07,Planaltina,1,2
203,2020-04-07,Lago Sul,1,63
202,2020-04-07,Guará,3,32
201,2020-04-07,Gama,3,14
205,2020-04-07,Plano Piloto,3,145
0,2020-04-08,Lago Sul,0,63
0,2020-04-08,Candangolândia,0,0
0,2020-04-08,Cruzeiro,0,7
0,2020-04-08,Entorno DF,0,13
0,2020-04-08,Fercal,0,0
0,2020-04-08,Gama,0,14
0,2020-04-08,Guará,0,32
0,2020-04-08,Itapoã,0,1
0,2020-04-08,Lago Norte,0,16
0,2020-04-08,Riacho Fundo,0,1
0,2020-04-08,Não Informado,0,0
0,2020-04-08,Outros Estados,0,18
0,2020-04-08,Águas Claras,0,56
0,2020-04-08,Vicente Pires,0,21
0,2020-04-08,Varjão,0,0
0,2020-04-08,Taguatinga,0,12
0,2020-04-08,São Sebastião,0,3
0,2020-04-08,Sudoeste/Octogonal,0,35
0,2020-04-08,Sobradinho II,0,1
0,2020-04-08,Sobradinho,0,9
0,2020-04-08,Sistema Penitenciário,0,0
0,2020-04-08,Santa Maria,0,6
0,2020-04-08,SIA,0,1
0,2020-04-08,SCIA,0,0
0,2020-04-08,Riacho Fundo II,0,0
0,2020-04-08,Recanto das Emas,0,0
0,2020-04-08,Pôr do Sol,0,1
0,2020-04-08,Planaltina,0,2
0,2020-04-08,Paranoá,0,2
0,2020-04-08,Núcleo Bandeirante,0,5
0,2020-04-08,Brazlândia,0,0
0,2020-04-08,Jardim Botânico,0,11
211,2020-04-08,Ceilândia,2,10
212,2020-04-08,Park Way,1,7
213,2020-04-08,Plano Piloto,3,148
214,2020-04-08,Samambaia,2,12
0,2020-04-08,Arniqueira,0,1
0,2020-04-09,SIA,0,1
0,2020-04-09,SCIA,0,0
0,2020-04-09,Riacho Fundo II,0,0
0,2020-04-09,Riacho Fundo,0,1
0,2020-04-09,Brazlândia,0,0
0,2020-04-09,Candangolândia,0,0
0,2020-04-09,Cruzeiro,0,7
0,2020-04-09,Fercal,0,0
0,2020-04-09,Samambaia,0,12
0,2020-04-09,Itapoã,0,1
0,2020-04-09,Lago Sul,0,63
0,2020-04-09,Não Informado,0,0
0,2020-04-09,Outros Estados,0,18
0,2020-04-09,Paranoá,0,2
0,2020-04-09,Park Way,0,7
0,2020-04-09,Planaltina,0,2
0,2020-04-09,Entorno DF,0,13
0,2020-04-09,Santa Maria,0,6
0,2020-04-09,Sobradinho II,0,1
0,2020-04-09,Pôr do Sol,0,1
215,2020-04-09,Arniqueira,1,2
216,2020-04-09,Ceilândia,2,12
217,2020-04-09,Gama,1,15
218,2020-04-09,Guará,1,33
219,2020-04-09,Jardim Botânico,1,12
220,2020-04-09,Lago Norte,1,17
0,2020-04-09,Sobradinho,0,9
222,2020-04-09,Plano Piloto,1,149
221,2020-04-09,Núcleo Bandeirante,1,6
224,2020-04-09,Sudoeste/Octogonal,1,36
225,2020-04-09,São Sebastião,1,4
226,2020-04-09,Taguatinga,3,15
227,2020-04-09,Vicente Pires,1,22
228,2020-04-09,Águas Claras,1,57
0,2020-04-09,Varjão,0,0
223,2020-04-09,Sistema Penitenciário,1,1
0,2020-04-09,Recanto das Emas,0,0
0,2020-04-10,Park Way,0,7
0,2020-04-10,Paranoá,0,2
0,2020-04-10,Núcleo Bandeirante,0,6
0,2020-04-10,Riacho Fundo II,0,0
0,2020-04-10,SCIA,0,0
0,2020-04-10,SIA,0,1
0,2020-04-10,Santa Maria,0,6
0,2020-04-10,Sistema Penitenciário,0,1
0,2020-04-10,Sobradinho II,0,1
0,2020-04-10,Sudoeste/Octogonal,0,36
0,2020-04-10,São Sebastião,0,4
0,2020-04-10,Varjão,0,0
0,2020-04-10,Planaltina,0,2
0,2020-04-10,Não Informado,0,0
0,2020-04-10,Vicente Pires,0,22
0,2020-04-10,Riacho Fundo,0,1
0,2020-04-10,Jardim Botânico,0,12
239,2020-04-10,Taguatinga,2,17
0,2020-04-10,Fercal,0,0
238,2020-04-10,Sobradinho,1,10
237,2020-04-10,Samambaia,3,15
236,2020-04-10,Plano Piloto,7,156
235,2020-04-10,Outros Estados,1,19
234,2020-04-10,Lago Sul,1,64
233,2020-04-10,Lago Norte,3,20
232,2020-04-10,Guará,3,36
0,2020-04-10,Itapoã,0,1
231,2020-04-10,Gama,2,17
229,2020-04-10,Ceilândia,1,13
0,2020-04-10,Recanto das Emas,0,0
240,2020-04-10,Águas Claras,2,59
0,2020-04-10,Arniqueira,0,2
0,2020-04-10,Brazlândia,0,0
0,2020-04-10,Candangolândia,0,0
0,2020-04-10,Cruzeiro,0,7
230,2020-04-10,Entorno DF,1,14
0,2020-04-10,Pôr do Sol,0,1
0,2020-04-11,Não Informado,0,0
0,2020-04-11,Candangolândia,0,0
0,2020-04-11,Brazlândia,0,0
241,2020-04-11,Arniqueira,1,3
242,2020-04-11,Entorno DF,2,16
243,2020-04-11,Guará,1,37
244,2020-04-11,Jardim Botânico,1,13
245,2020-04-11,Lago Sul,2,66
246,2020-04-11,Outros Estados,1,20
256,2020-04-11,Águas Claras,3,62
255,2020-04-11,Taguatinga,3,20
254,2020-04-11,Sudoeste/Octogonal,4,40
253,2020-04-11,Sistema Penitenciário,5,6
252,2020-04-11,Santa Maria,2,8
251,2020-04-11,Samambaia,1,16
250,2020-04-11,SCIA,1,1
249,2020-04-11,Recanto das Emas,1,1
248,2020-04-11,Plano Piloto,8,164
0,2020-04-11,Vicente Pires,0,22
247,2020-04-11,Park Way,1,8
0,2020-04-11,São Sebastião,0,4
0,2020-04-11,Sobradinho,0,10
0,2020-04-11,Varjão,0,0
0,2020-04-11,SIA,0,1
0,2020-04-11,Riacho Fundo II,0,0
0,2020-04-11,Riacho Fundo,0,1
0,2020-04-11,Pôr do Sol,0,1
0,2020-04-11,Planaltina,0,2
0,2020-04-11,Paranoá,0,2
0,2020-04-11,Núcleo Bandeirante,0,6
0,2020-04-11,Sobradinho II,0,1
0,2020-04-11,Lago Norte,0,20
0,2020-04-11,Itapoã,0,1
0,2020-04-11,Gama,0,17
0,2020-04-11,Fercal,0,0
0,2020-04-11,Cruzeiro,0,7
0,2020-04-11,Ceilândia,0,13
0,2020-04-12,Park Way,0,8
0,2020-04-12,Itapoã,0,1
0,2020-04-12,Paranoá,0,2
0,2020-04-12,Gama,0,17
0,2020-04-12,Fercal,0,0
0,2020-04-12,Entorno DF,0,16
0,2020-04-12,Cruzeiro,0,7
0,2020-04-12,Candangolândia,0,0
0,2020-04-12,Jardim Botânico,0,13
257,2020-04-12,Ceilândia,3,16
0,2020-04-12,Brazlândia,0,0
259,2020-04-12,Plano Piloto,1,165
260,2020-04-12,Recanto das Emas,1,2
261,2020-04-12,Santa Maria,1,9
262,2020-04-12,Sistema Penitenciário,15,21
263,2020-04-12,Vicente Pires,3,25
0,2020-04-12,Arniqueira,0,3
258,2020-04-12,Planaltina,2,4
0,2020-04-12,Lago Norte,0,20
0,2020-04-12,Guará,0,37
0,2020-04-12,Não Informado,0,0
0,2020-04-12,Pôr do Sol,0,1
0,2020-04-12,Riacho Fundo,0,1
0,2020-04-12,Riacho Fundo II,0,0
0,2020-04-12,SCIA,0,1
0,2020-04-12,Lago Sul,0,66
0,2020-04-12,Samambaia,0,16
0,2020-04-12,Sobradinho,0,10
0,2020-04-12,Sobradinho II,0,1
0,2020-04-12,SIA,0,1
0,2020-04-12,São Sebastião,0,4
0,2020-04-12,Taguatinga,0,20
0,2020-04-12,Varjão,0,0
0,2020-04-12,Águas Claras,0,62
0,2020-04-12,Outros Estados,0,20
0,2020-04-12,Núcleo Bandeirante,0,6
0,2020-04-12,Sudoeste/Octogonal,0,40
271,2020-04-13,Park Way,1,9
264,2020-04-13,Ceilândia,2,18
265,2020-04-13,Cruzeiro,1,8
266,2020-04-13,Entorno DF,2,18
267,2020-04-13,Gama,1,18
268,2020-04-13,Guará,2,39
269,2020-04-13,Jardim Botânico,2,15
270,2020-04-13,Lago Norte,1,21
272,2020-04-13,Plano Piloto,7,172
0,2020-04-13,SIA,0,1
274,2020-04-13,Santa Maria,1,10
0,2020-04-13,Arniqueira,0,3
0,2020-04-13,Brazlândia,0,0
0,2020-04-13,Candangolândia,0,0
0,2020-04-13,Fercal,0,0
0,2020-04-13,Itapoã,0,1
0,2020-04-13,Lago Sul,0,66
0,2020-04-13,Núcleo Bandeirante,0,6
0,2020-04-13,Outros Estados,0,20
0,2020-04-13,Paranoá,0,2
0,2020-04-13,Planaltina,0,4
0,2020-04-13,Pôr do Sol,0,1
0,2020-04-13,Recanto das Emas,0,2
273,2020-04-13,Samambaia,1,17
0,2020-04-13,Riacho Fundo,0,1
0,2020-04-13,SCIA,0,1
0,2020-04-13,Sistema Penitenciário,0,21
0,2020-04-13,Sobradinho II,0,1
0,2020-04-13,Sudoeste/Octogonal,0,40
0,2020-04-13,Taguatinga,0,20
0,2020-04-13,Varjão,0,0
0,2020-04-13,Vicente Pires,0,25
277,2020-04-13,Águas Claras,1,63
276,2020-04-13,São Sebastião,1,5
275,2020-04-13,Sobradinho,1,11
0,2020-04-13,Riacho Fundo II,0,0
0,2020-04-13,Não Informado,0,0
281,2020-04-14,Sobradinho,2,13
280,2020-04-14,Recanto das Emas,1,3
279,2020-04-14,Paranoá,1,3
278,2020-04-14,Ceilândia,3,21
0,2020-04-14,Arniqueira,0,3
0,2020-04-14,Varjão,0,0
283,2020-04-14,Águas Claras,1,64
0,2020-04-14,Brazlândia,0,0
0,2020-04-14,Candangolândia,0,0
0,2020-04-14,Cruzeiro,0,8
0,2020-04-14,Entorno DF,0,18
0,2020-04-14,Fercal,0,0
0,2020-04-14,Gama,0,18
0,2020-04-14,Guará,0,39
0,2020-04-14,Itapoã,0,1
0,2020-04-14,Jardim Botânico,0,15
0,2020-04-14,Lago Norte,0,21
0,2020-04-14,Lago Sul,0,66
0,2020-04-14,Não Informado,0,0
0,2020-04-14,Núcleo Bandeirante,0,6
0,2020-04-14,Outros Estados,0,20
0,2020-04-14,Park Way,0,9
0,2020-04-14,Planaltina,0,4
0,2020-04-14,Plano Piloto,0,172
0,2020-04-14,Pôr do Sol,0,1
0,2020-04-14,Riacho Fundo,0,1
0,2020-04-14,Riacho Fundo II,0,0
0,2020-04-14,SCIA,0,1
0,2020-04-14,SIA,0,1
0,2020-04-14,Samambaia,0,17
0,2020-04-14,Santa Maria,0,10
0,2020-04-14,Sistema Penitenciário,0,21
0,2020-04-14,Sobradinho II,0,1
0,2020-04-14,Sudoeste/Octogonal,0,40
0,2020-04-14,Taguatinga,0,20
0,2020-04-14,Vicente Pires,0,25
282,2020-04-14,São Sebastião,2,7
0,2020-04-15,Guará,0,39
0,2020-04-15,Candangolândia,0,0
287,2020-04-15,Jardim Botânico,1,16
288,2020-04-15,Park Way,1,10
289,2020-04-15,Planaltina,1,5
285,2020-04-15,Ceilândia,1,22
290,2020-04-15,Plano Piloto,4,176
291,2020-04-15,Recanto das Emas,1,4
292,2020-04-15,Riacho Fundo,1,2
293,2020-04-15,SCIA,1,2
294,2020-04-15,SIA,1,2
0,2020-04-15,Brazlândia,0,0
295,2020-04-15,Samambaia,2,19
296,2020-04-15,Santa Maria,3,13
297,2020-04-15,Sistema Penitenciário,14,35
298,2020-04-15,Sobradinho,3,16
299,2020-04-15,Taguatinga,3,23
286,2020-04-15,Entorno DF,2,20
0,2020-04-15,Vicente Pires,0,25
300,2020-04-15,Águas Claras,2,66
0,2020-04-15,Paranoá,0,3
0,2020-04-15,Cruzeiro,0,8
0,2020-04-15,Fercal,0,0
0,2020-04-15,Gama,0,18
284,2020-04-15,Arniqueira,2,5
0,2020-04-15,Itapoã,0,1
0,2020-04-15,Lago Norte,0,21
0,2020-04-15,Lago Sul,0,66
0,2020-04-15,Não Informado,0,0
0,2020-04-15,Núcleo Bandeirante,0,6
0,2020-04-15,Outros Estados,0,20
0,2020-04-15,Varjão,0,0
0,2020-04-15,Pôr do Sol,0,1
0,2020-04-15,Riacho Fundo II,0,0
0,2020-04-15,Sobradinho II,0,1
0,2020-04-15,Sudoeste/Octogonal,0,40
0,2020-04-15,São Sebastião,0,7
320,2020-04-16,Águas Claras,1,67
319,2020-04-16,Vicente Pires,2,27
317,2020-04-16,São Sebastião,3,10
302,2020-04-16,Cruzeiro,1,9
303,2020-04-16,Entorno DF,3,23
304,2020-04-16,Gama,2,20
305,2020-04-16,Guará,1,40
306,2020-04-16,Lago Sul,2,68
307,2020-04-16,Núcleo Bandeirante,3,9
308,2020-04-16,Park Way,1,11
309,2020-04-16,Planaltina,1,6
310,2020-04-16,Plano Piloto,6,182
311,2020-04-16,Recanto das Emas,1,5
312,2020-04-16,Riacho Fundo,1,3
313,2020-04-16,Riacho Fundo II,1,1
314,2020-04-16,Samambaia,2,21
315,2020-04-16,Sistema Penitenciário,2,37
316,2020-04-16,Sudoeste/Octogonal,1,41
318,2020-04-16,Taguatinga,1,24
301,2020-04-16,Ceilândia,2,24
0,2020-04-16,Arniqueira,0,5
0,2020-04-16,Varjão,0,0
0,2020-04-16,Sobradinho II,0,1
0,2020-04-16,Sobradinho,0,16
0,2020-04-16,Santa Maria,0,13
0,2020-04-16,SIA,0,2
0,2020-04-16,Pôr do Sol,0,1
0,2020-04-16,Paranoá,0,3
0,2020-04-16,Outros Estados,0,20
0,2020-04-16,SCIA,0,2
0,2020-04-16,Lago Norte,0,21
0,2020-04-16,Jardim Botânico,0,16
0,2020-04-16,Itapoã,0,1
0,2020-04-16,Fercal,0,0
0,2020-04-16,Candangolândia,0,0
0,2020-04-16,Brazlândia,0,0
0,2020-04-16,Não Informado,0,0
328,2020-04-17,Planaltina,1,7
322,2020-04-17,Ceilândia,2,26
323,2020-04-17,Cruzeiro,1,10
324,2020-04-17,Entorno DF,1,24
325,2020-04-17,Guará,2,42
326,2020-04-17,Lago Norte,1,22
327,2020-04-17,Lago Sul,1,69
329,2020-04-17,Plano Piloto,2,184
0,2020-04-17,Riacho Fundo II,0,1
331,2020-04-17,Riacho Fundo,1,4
332,2020-04-17,SCIA,4,6
333,2020-04-17,Samambaia,1,22
334,2020-04-17,Santa Maria,1,14
335,2020-04-17,Sobradinho,1,17
338,2020-04-17,Águas Claras,3,70
321,2020-04-17,Arniqueira,1,6
330,2020-04-17,Recanto das Emas,1,6
0,2020-04-17,Gama,0,20
336,2020-04-17,São Sebastião,1,11
0,2020-04-17,Jardim Botânico,0,16
0,2020-04-17,Brazlândia,0,0
0,2020-04-17,Candangolândia,0,0
0,2020-04-17,Fercal,0,0
0,2020-04-17,Vicente Pires,0,27
0,2020-04-17,Varjão,0,0
0,2020-04-17,Sudoeste/Octogonal,0,41
0,2020-04-17,Sobradinho II,0,1
0,2020-04-17,Itapoã,0,1
0,2020-04-17,Sistema Penitenciário,0,37
337,2020-04-17,Taguatinga,1,25
0,2020-04-17,Pôr do Sol,0,1
0,2020-04-17,Park Way,0,11
0,2020-04-17,Paranoá,0,3
0,2020-04-17,Outros Estados,0,20
0,2020-04-17,Núcleo Bandeirante,0,9
0,2020-04-17,Não Informado,0,0
0,2020-04-17,SIA,0,2
0,2020-04-18,Gama,0,20
345,2020-04-18,Park Way,1,12
340,2020-04-18,Candangolândia,1,1
0,2020-04-18,Santa Maria,0,14
0,2020-04-18,SIA,0,2
0,2020-04-18,Riacho Fundo II,0,1
0,2020-04-18,Recanto das Emas,0,6
0,2020-04-18,Pôr do Sol,0,1
0,2020-04-18,Planaltina,0,7
0,2020-04-18,Sobradinho,0,17
0,2020-04-18,Paranoá,0,3
0,2020-04-18,Núcleo Bandeirante,0,9
0,2020-04-18,Não Informado,0,0
0,2020-04-18,Lago Norte,0,22
0,2020-04-18,Jardim Botânico,0,16
0,2020-04-18,Itapoã,0,1
0,2020-04-18,Guará,0,42
0,2020-04-18,Outros Estados,0,20
339,2020-04-18,Brazlândia,1,1
0,2020-04-18,Arniqueira,0,6
0,2020-04-18,Varjão,0,0
341,2020-04-18,Ceilândia,2,28
342,2020-04-18,Cruzeiro,1,11
343,2020-04-18,Entorno DF,3,27
344,2020-04-18,Lago Sul,1,70
0,2020-04-18,Fercal,0,0
346,2020-04-18,Plano Piloto,5,189
0,2020-04-18,Sudoeste/Octogonal,0,41
347,2020-04-18,Riacho Fundo,1,5
349,2020-04-18,Samambaia,2,24
350,2020-04-18,Sistema Penitenciário,24,61
351,2020-04-18,São Sebastião,3,14
352,2020-04-18,Taguatinga,4,29
353,2020-04-18,Águas Claras,3,73
0,2020-04-18,Vicente Pires,0,27
348,2020-04-18,SCIA,1,7
0,2020-04-18,Sobradinho II,0,1
369,2020-04-19,Taguatinga,1,30
355,2020-04-19,Candangolândia,1,2
356,2020-04-19,Ceilândia,1,29
357,2020-04-19,Cruzeiro,1,12
358,2020-04-19,Entorno DF,3,30
359,2020-04-19,Gama,1,21
360,2020-04-19,Guará,2,44
361,2020-04-19,Jardim Botânico,2,18
362,2020-04-19,Plano Piloto,3,192
371,2020-04-19,Águas Claras,5,78
370,2020-04-19,Vicente Pires,1,28
368,2020-04-19,São Sebastião,1,15
367,2020-04-19,Sobradinho,1,18
366,2020-04-19,Sistema Penitenciário,21,82
365,2020-04-19,Samambaia,1,25
354,2020-04-19,Brazlândia,2,3
364,2020-04-19,Recanto das Emas,1,7
363,2020-04-19,Pôr do Sol,1,2
0,2020-04-19,Sobradinho II,0,1
0,2020-04-19,Park Way,0,12
0,2020-04-19,Planaltina,0,7
0,2020-04-19,Riacho Fundo,0,5
0,2020-04-19,Riacho Fundo II,0,1
0,2020-04-19,SCIA,0,7
0,2020-04-19,SIA,0,2
0,2020-04-19,Santa Maria,0,14
0,2020-04-19,Sudoeste/Octogonal,0,41
0,2020-04-19,Varjão,0,0
0,2020-04-19,Paranoá,0,3
0,2020-04-19,Outros Estados,0,20
0,2020-04-19,Arniqueira,0,6
0,2020-04-19,Fercal,0,0
0,2020-04-19,Itapoã,0,1
0,2020-04-19,Lago Norte,0,22
0,2020-04-19,Lago Sul,0,70
0,2020-04-19,Não Informado,0,0
0,2020-04-19,Núcleo Bandeirante,0,9
0,2020-04-20,Sobradinho,0,18
0,2020-04-20,Águas Claras,0,78
0,2020-04-20,Vicente Pires,0,28
0,2020-04-20,Arniqueira,0,6
0,2020-04-20,Candangolândia,0,2
0,2020-04-20,Entorno DF,0,30
0,2020-04-20,Taguatinga,0,30
0,2020-04-20,Fercal,0,0
0,2020-04-20,Lago Norte,0,22
0,2020-04-20,Lago Sul,0,70
0,2020-04-20,Não Informado,0,0
0,2020-04-20,Núcleo Bandeirante,0,9
0,2020-04-20,Varjão,0,0
0,2020-04-20,Paranoá,0,3
0,2020-04-20,Pôr do Sol,0,2
0,2020-04-20,Recanto das Emas,0,7
0,2020-04-20,Riacho Fundo,0,5
0,2020-04-20,Riacho Fundo II,0,1
0,2020-04-20,SCIA,0,7
0,2020-04-20,SIA,0,2
0,2020-04-20,Itapoã,0,1
0,2020-04-20,Outros Estados,0,20
0,2020-04-20,Samambaia,0,25
376,2020-04-20,Guará,2,46
385,2020-04-20,São Sebastião,1,16
384,2020-04-20,Sudoeste/Octogonal,1,42
383,2020-04-20,Sobradinho II,1,2
382,2020-04-20,Sistema Penitenciário,1,83
381,2020-04-20,Santa Maria,1,15
380,2020-04-20,Plano Piloto,2,194
379,2020-04-20,Planaltina,1,8
378,2020-04-20,Park Way,2,14
377,2020-04-20,Jardim Botânico,2,20
375,2020-04-20,Gama,1,22
374,2020-04-20,Cruzeiro,3,15
373,2020-04-20,Ceilândia,1,30
372,2020-04-20,Brazlândia,1,4
0,2020-04-21,Brazlândia,0,4
386,2020-04-21,Entorno DF,3,33
0,2020-04-21,Pôr do Sol,0,2
0,2020-04-21,Plano Piloto,0,194
0,2020-04-21,Park Way,0,14
0,2020-04-21,Paranoá,0,3
0,2020-04-21,Outros Estados,0,20
0,2020-04-21,Não Informado,0,0
0,2020-04-21,Lago Norte,0,22
0,2020-04-21,Jardim Botânico,0,20
0,2020-04-21,Guará,0,46
0,2020-04-21,Sobradinho,0,18
0,2020-04-21,SIA,0,2
